id	SRR941816.bam	SRR941817.bam	SRR941818.bam	SRR941819.bam
gene-YAR008W	41.7346138400335	83.6175066483923	44.5138557660711	35.1568454292933
gene-YAR009C	0	0	0	0
gene-YAR010C	0	0	0	0
gene-YNCA0004W	0	1.07201931600503	0	0.857484034860813
gene-YAR014C	319.067854196385	250.852519945177	887.097554195274	629.393281587837
gene-YAR015W	595.054816686929	884.41593570415	2111.22858776223	1028.12335779811
gene-YAR018C	131.935230849138	169.915061586797	60.4116613968108	87.4633715558029
gene-YAR019C	213.385041730494	236.916268837112	136.721128424361	91.750791730107
gene-YAR020C	8.75080612774895	3.7520676060176	0	11.1472924531906
gene-YAR023C	109.721646063314	110.953999206521	34.9751723876273	29.1544571852676
gene-YNCA0005W	0	0	0	0
gene-YNCA0006C	0	0	0	0
gene-YAR027W	536.491729524301	356.446422571672	63.5912225229587	82.3184673466381
gene-YAR028W	179.728095085305	158.122849110742	44.5138557660711	46.3041378824839
gene-YAR029W	47.7928642361673	33.2325987961559	22.2569278830356	24.8670370109636
gene-YAR031W	12.7896397251715	11.2562028180528	6.35912225229587	6.00238824402569
gene-YAR033W	10.0970839935565	6.96812555403269	0	1.71496806972163
gene-YAR035W	5989.5902249777	1456.33824079283	244.826206713391	92.6082757649678
gene-YAR035C-A	9.42394506065272	3.7520676060176	0	0
gene-YAR042W	899.313614359431	457.752247934148	254.364890091835	187.789003634518
gene-YAR050W	105.682812465891	73.969332804347	19.0773667568876	11.1472924531906
gene-YAR061W	7.40452826194142	9.11216418604275	3.17956112614794	0.857484034860813
gene-YAR064W	1.34627786580753	2.68004829001257	0	3.42993613944325
gene-YAR066W	0.673138932903765	1.07201931600503	0	1.71496806972163
gene-YAR068W	9.42394506065272	54.6729851162565	9.53868337844381	5.14490420916488
gene-YAR071W	37.6957802426109	19.2963476880905	6.35912225229587	17.1496806972163
gene-YBL113C	150.783120970443	130.250346894611	34.9751723876273	40.3017496384582
gene-YBL112C	0	0	0	0
gene-YBL111C	0.673138932903765	0.536009658002515	0	0
gene-YBL108C-A	2.0194167987113	0	0	0
gene-YNCB0001W	0.673138932903765	0	0	0.857484034860813
gene-YBL107C	175.689261487883	194.03549619691	130.362006172065	109.757956462184
gene-YBL106C	179.054956152402	109.345970232513	44.5138557660711	63.4538185797002
gene-YBL105C	1361.76006126432	818.48674776984	410.163385273084	360.143294641542
gene-YBL104C	146.744287373021	180.635254746848	174.875861938137	191.218939773961
gene-YBL103C	380.996636023531	199.931602434938	178.055423064284	218.658428889507
gene-YBL102W	545.24253565205	446.496045116095	146.259811802805	209.226104506038
gene-YBL101C	568.129259370778	293.197282927376	136.721128424361	115.76034470621
gene-YBL100W-C	12.1165007922678	7.50413521203521	3.17956112614794	1.71496806972163
gene-YBL100W-A	0	0	0	0
gene-YBL100W-B	13.4627786580753	6.43211589603018	25.4364890091835	26.5820050806852
gene-YNCB0002W	0	0.536009658002515	0	0
gene-YBL099W	7049.11090536823	9573.13249192492	902.995359826014	1020.40600148437
gene-YBL098W	90.8737559420083	164.01895534877	82.6685892798464	111.472924531906
gene-YBL097W	19.5210290542092	43.4167822982037	19.0773667568876	18.8646487669379
gene-YBL095W	291.46915794733	356.446422571672	877.558870816831	877.206167662612
gene-YBL093C	201.268540938226	149.010684924699	2057.17604861772	1613.78495360805
gene-YBL092W	1335.50764288107	2263.56878574462	13188.8195512616	15421.8503669717
gene-YBL091C-A	72.0258658207029	127.570298604599	38.1547335137752	52.3065261265096
gene-YBL091C	949.799034327213	1215.6699043497	794.890281536984	926.940241684539
gene-YBL090W	230.213515053088	471.688499042213	248.005767839539	234.950625551863
gene-YBL089W	43.080891705841	43.4167822982037	225.748839956504	205.796168366595
gene-YBL088C	383.016052822243	239.596317127124	206.671473199616	256.387726423383
gene-YBL087C	206.653652401456	473.296528016221	4003.06745782025	4430.62000812582
gene-YBL086C	455.041918642945	317.853727195491	184.41454531658	168.92435486758
gene-YBL085W	148.763704171732	191.355447906898	184.41454531658	174.926743111606
gene-YBL084C	361.475606969322	204.755689356961	467.395485543747	320.699029037944
gene-YBL082C	139.339759111079	251.388529603179	305.237868110202	337.84870973516
gene-YBL081W	22.2135847858243	29.4805311901383	740.837742392469	636.253153866723
gene-YBL080C	43.080891705841	83.6175066483923	19.0773667568876	58.3089143705353
gene-YBL079W	198.575985206611	242.276365417137	635.912225229587	630.250765622698
gene-YBL078C	3247.89535126067	1329.30395184624	228.928401082651	116.617828741071
gene-YBL076C	257.812211302142	511.353213734399	3090.5334146158	2567.30720037327
gene-YBL075C	15928.4865693018	1641.7975824617	957.047898970529	330.131353421413
gene-YBL074C	129.242675117523	52.5289464842465	120.823322793622	81.4609833117773
gene-YNCB0003W	2.69255573161506	4.28807726402012	3.17956112614794	6.8598722788865
gene-YBL072C	1291.75361224233	1819.21677926054	5767.72388283236	5797.44955969396
gene-YBL071C-B	4.71197253032636	4.82408692202263	31.7956112614794	31.7269092898501
gene-YBL071W-A	218.09701426082	88.441593570415	680.426080995659	683.414775784068
gene-YBL071C	94.2394506065272	47.7048595622238	279.801379101018	321.556513072805
gene-YBL069W	90.8737559420083	102.37784467848	747.196864644765	714.284201039057
gene-YBL068W	191.844595877573	279.26103181931	988.843510232008	999.826384647708
gene-YBL067C	669.773238239247	362.3425288097	289.340062479462	296.689476061841
gene-YBL066C	340.608300049305	440.063929220065	213.030595451912	179.21416328591
gene-YBL064C	7722.9229772049	3844.26126719404	492.83197455293	522.207777230235
gene-YBL063W	47.7928642361673	62.1771203282917	28.6160501353314	41.159233673319
gene-YBL061C	105.682812465891	99.1617867304653	451.497679913007	459.611442685396
gene-YBL060W	107.029090331699	101.841835020478	158.978056307397	162.921966623555
gene-YBL059C-A	148.090565238828	301.773437455416	44.5138557660711	83.1759513814989
gene-YBL059W	25.5792794503431	54.6729851162565	63.5912225229587	54.0214941962312
gene-YBL058W	1823.5333692363	1397.91318807056	400.62470189464	483.620995661499
gene-YBL057C	114.43361859364	198.859583118933	228.928401082651	305.264316410449
gene-YBL056W	322.433548860904	734.869241121448	629.553102977292	565.081978973276
gene-YBL055C	195.210290542092	149.010684924699	343.392601623977	270.107470981156
gene-YBL054W	204.634235602745	107.201931600503	1271.82445045917	955.237214834946
gene-YBL052C	50.4854199677824	47.7048595622238	124.00288391977	106.328020322741
gene-YBL051C	372.245829895782	467.936431436196	225.748839956504	178.356679251049
gene-YBL050W	1466.7697347973	979.289645170595	530.986708066706	511.917968811905
gene-YBL049W	1552.25837927608	379.494837865781	419.702068651528	254.672758353661
gene-YBL048W	392.439997882895	108.273950916508	101.745956036734	88.3208555906638
gene-YBL047C	1614.18716110323	1227.99812648376	279.801379101018	265.820050806852
gene-YBL046W	142.705453775598	152.762752530717	133.541567298213	124.335185054818
gene-YBL045C	5083.54522128924	5359.02456070914	639.091786355735	648.257930354775
gene-YBL044W	1.34627786580753	0.536009658002515	3.17956112614794	6.00238824402569
gene-YBL043W	69.3333100890878	89.51361288642	120.823322793622	76.3160791026124
gene-YBL042C	238.291182247933	107.201931600503	2877.50281916388	1959.35101965696
gene-YBL041W	1666.01885893682	1600.52483879551	667.707836491067	774.308083479314
gene-YBL040C	218.770153193724	285.157138057338	270.262695722575	312.124188689336
gene-YBL039W-B	180.401234018209	112.562028180528	9.53868337844381	11.1472924531906
gene-YBL039C	30.9643909135732	79.3294293843722	4317.8440093089	3749.77768444634
gene-YBL038W	292.142296880234	498.488981942339	372.008651759309	383.295363582783
gene-YBL037W	175.016122554979	159.194868426747	82.6685892798464	108.900472427323
gene-YBL036C	366.187579499648	303.917476087426	791.710720410836	886.638492046081
gene-YBL035C	22.2135847858243	79.8654390423747	54.0525391445149	37.7292975338758
gene-YBL034C	79.4303940826443	78.2574100683672	66.7707836491067	120.047764880514
gene-YBL033C	411.961026937104	406.295320765906	1246.38796144999	873.776231523169
gene-YBL032W	96.2588674052385	154.906791162727	327.494795993238	322.413997107666
gene-YBL031W	2.69255573161506	13.4002414500629	9.53868337844381	26.5820050806852
gene-YBL030C	1601.39752137806	4360.43856785046	1297.26093946836	1272.50630773345
gene-YBL029C-A	1129.52712941252	904.784302708245	238.467084461095	174.069259076745
gene-YBL029W	304.931936605406	219.227950123029	1462.59811802805	1043.55807042561
gene-YBL028C	35.6763634438996	43.9527919562062	1666.09003010152	1686.67109657122
gene-YBL027W	1690.25186052135	2612.51107310426	11341.4945369697	12735.3528857528
gene-YBL026W	418.019277333238	376.814789575768	569.141441580481	506.773064602741
gene-YBL025W	76.7378383510293	53.6009658002515	178.055423064284	160.349514518972
gene-YBL024W	77.410977283933	155.442800820729	2308.3613775834	1858.16790354338
gene-YBL023C	94.2394506065272	175.275158166822	330.674357119385	195.506359948265
gene-YBL022C	545.24253565205	875.303771518107	238.467084461095	241.810497830749
gene-YBL021C	29.6181130477657	75.0413521203521	114.464200541326	114.902860671349
gene-YBL020W	127.223258318812	135.074433816634	244.826206713391	292.402055887537
gene-YBL019W	200.595402005322	195.643525170918	133.541567298213	101.183116113576
gene-YBL018C	17.5016122554979	28.4085118741333	79.4890281536984	80.6034992769164
gene-YBL017C	739.779687261238	696.812555403269	206.671473199616	204.938684331734
gene-YBL016W	28.2718351819581	16.0802897400754	3.17956112614794	4.28742017430407
gene-YBL015W	3421.56519594984	2204.07171370634	263.903573470279	159.492030484111
gene-YNCB0004W	0	0	0	0
gene-YNCB0005C	0	0	0	0
gene-YBL014C	86.8349223445857	88.441593570415	505.550219057522	503.343128463297
gene-YBL013W	13.4627786580753	12.3282221340578	12.7182445045917	13.719744557773
gene-YBL011W	131.935230849138	140.434530396659	441.958996534563	402.160012349721
gene-YBL010C	24.9061405174393	78.2574100683672	60.4116613968108	72.8861429631691
gene-YBL009W	60.5825039613389	152.762752530717	114.464200541326	112.330408566767
gene-YBL008W-A	0.673138932903765	1.07201931600503	3.17956112614794	0
gene-YBL008W	33.6569466451883	37.520676060176	98.566394910586	108.900472427323
gene-YBL007C	1266.84747172489	1032.35460131284	362.469968380865	373.863039199315
gene-YBL006C	283.391490752485	324.285843091521	289.340062479462	286.399667643512
gene-YBL005W	123.184424721389	101.841835020478	155.798495181249	152.632158205225
gene-YBL005W-A	0	0	0	0
gene-YBL005W-B	5.38511146323012	2.68004829001257	3.17956112614794	2.57245210458244
gene-YNCB0006W	0	0	0	0
gene-YBL004W	189.825179078862	174.73914850882	1459.4185569019	1258.78656317567
gene-YBL003C	71.3527268877991	1684.1423454439	57.2321002706629	1540.89881064488
gene-YBL002W	51.1585589006862	1087.0275864291	216.21015657806	1847.02061109019
gene-YBL001C	1406.86036976887	940.160940136411	155.798495181249	136.339961542869
gene-YBR001C	376.284663493205	240.132326785127	200.31235094732	207.511136436317
gene-YBR002C	61.9287818271464	53.6009658002515	464.215924417599	573.656819321884
gene-YBR003W	49.8122810348786	105.593902626495	63.5912225229587	74.6011110328907
gene-YBR004C	759.973855248351	342.510171463607	327.494795993238	281.254763434347
gene-YBR005W	805.074163752903	493.128885362314	238.467084461095	243.525465900471
gene-YBR006W	558.032175377222	438.455900246057	69.9503447752546	71.1711748934475
gene-YBR007C	45.1003085045523	62.1771203282917	171.696300811989	154.347126274946
gene-YBR008C	168.284733225941	152.762752530717	200.31235094732	158.63454644925
gene-YBR009C	280.025796087966	2360.58653384308	406.983824146936	2171.14957626758
gene-YBR010W	559.378453243029	3075.62341761843	2473.6985561431	4089.34136225122
gene-YBR011C	2238.86009083792	3514.07931786449	2480.05767839539	2856.27932012137
gene-YBR012W-A	0	0	0	0
gene-YBR012W-B	4.71197253032636	1.60802897400754	3.17956112614794	2.57245210458244
gene-YBR013C	16.8284733225941	9.64817384404527	73.1299059014026	48.8765899870663
gene-YNCB0007W	0	0	0	0
gene-YBR014C	234.925487583414	262.644732421232	511.909341309818	477.618607417473
gene-YBR015C	394.459414681607	501.705039890354	788.531159284688	680.842323679486
gene-YBR016W	1194.82160590418	789.542226237704	279.801379101018	295.83199202698
gene-YBR017C	309.643909135732	340.902142489599	1020.63912149349	938.08753413773
gene-YBR018C	16.1553343896904	8.57615452804024	3.17956112614794	6.8598722788865
gene-YBR019C	3.36569466451883	2.14403863201006	0	4.28742017430407
gene-YNCB0008W	12.1165007922678	6.96812555403269	25.4364890091835	18.0071647320771
gene-YBR020W	0	0	0	0
gene-YBR021W	88.854339143297	43.4167822982037	1554.80539068634	1472.30008785602
gene-YBR022W	65.967615424569	79.8654390423747	130.362006172065	114.045376636488
gene-YBR023C	121.165007922678	106.129912284498	543.704952571297	434.744405674432
gene-YBR024W	189.152040145958	277.653002845303	92.2072726582902	70.3136908585867
gene-YBR025C	4116.91771363943	3586.44062169483	4979.19272354767	4871.36680204428
gene-YBR026C	8371.15576959123	4182.48336139362	553.243635949741	330.988837456274
gene-YBR027C	43.080891705841	12.3282221340578	28.6160501353314	10.2898084183298
gene-YBR028C	22.2135847858243	32.1605794801509	505.550219057522	407.304916558886
gene-YBR029C	787.572551497406	754.165588809538	648.630469734179	576.229271426466
gene-YBR030W	98.9514231368535	122.746211682576	381.547335137752	343.851097979186
gene-YBR031W	616.595262539849	1361.46453132639	3278.12752105852	3213.85016265833
gene-YBR032W	4.71197253032636	3.7520676060176	6.35912225229587	19.7221328017987
gene-YBR033W	82.1229498142594	137.754482106646	76.3094670275505	161.206998553833
gene-YBR034C	90.8737559420083	73.4333231463445	2244.77015506044	1444.86059874047
gene-YBR035C	1125.4882958151	1069.33926771502	464.215924417599	460.468926720257
gene-YNCB0009C	0.673138932903765	1.07201931600503	6.35912225229587	2.57245210458244
gene-YNCB0010W	562.071008974644	754.165588809538	178.055423064284	168.066870832719
gene-YBR036C	2437.43607604453	1724.87907945209	737.658181266321	679.127355609764
gene-YBR037C	44.4271695716485	145.794626976684	54.0525391445149	61.7388505099785
gene-YBR038W	267.909295295699	324.285843091521	28.6160501353314	54.878978231092
gene-YBR039W	5268.65842783777	5082.97958683785	600.93705284196	651.687866494218
gene-YBR040W	0	0.536009658002515	0	0.857484034860813
gene-YBR041W	98.9514231368535	103.985873652488	181.234984190432	206.653652401456
gene-YBR042C	15.4821954567866	29.4805311901383	98.566394910586	114.045376636488
gene-YBR043C	600.439928150159	277.653002845303	368.829090633161	349.853486223212
gene-YBR044C	144.72487057431	130.250346894611	117.643761667474	114.902860671349
gene-YNCB0011C	0	0.536009658002515	0	0
gene-YBR045C	351.378522975766	130.786356552614	44.5138557660711	41.159233673319
gene-YBR046C	2497.34544107297	1951.61116478716	232.107962208799	272.679923085739
gene-YBR047W	281.372073953774	433.095803666032	79.4890281536984	99.4681480438543
gene-YBR048W	794.977079759347	1201.73365324164	6012.55008954575	6415.6955488286
gene-YBR049C	296.181130477657	376.278779917765	251.185328965687	228.948237307837
gene-YBR050C	3283.57171470457	1473.49054984891	184.41454531658	90.0358236603854
gene-YBR052C	341.281438982209	637.851493022993	34.9751723876273	93.4657597998286
gene-YBR053C	1738.71786369043	1500.29103274904	108.10507828903	112.330408566767
gene-YBR054W	7648.87769458549	2936.79691619578	2524.57153416146	2475.55640864317
gene-YBR055C	74.718421552318	94.8737094664451	416.52250752538	324.986449212248
gene-YNCB0012W	0	0	3.17956112614794	0
gene-YBR056W	2504.74996933491	1724.87907945209	158.978056307397	138.912413647452
gene-YNCB0013W	0	0	0	0
gene-YBR056W-A	906.718142621372	426.663687770002	79.4890281536984	82.3184673466381
gene-YBR057C	531.106618061071	349.47829701764	435.599874282267	332.703805525996
gene-YBR058C	902.67930902395	567.098218166661	381.547335137752	365.288198850706
gene-YBR058C-A	383.689191755146	376.278779917765	356.110846128569	309.551736584754
gene-YBR059C	1436.47848281664	900.496225444225	171.696300811989	183.501583460214
gene-YBR060C	91.5468948749121	145.258617318682	305.237868110202	287.257151678372
gene-YBR061C	82.7960887471632	86.2975549384049	941.150093339789	791.45776417653
gene-YBR062C	606.498178546293	509.209175102389	190.773667568876	192.933907843683
gene-YBR063C	82.1229498142594	58.4250527222741	527.807146940558	588.234047914518
gene-YBR065C	125.2038415201	67.0012072503144	432.420313156119	344.708582014047
gene-YBR066C	92.8931727407196	208.507756962978	89.0277115321422	92.6082757649678
gene-YBR067C	21685.8438624277	6608.99908317101	1332.23611185599	589.091531949379
gene-YBR068C	4342.41925616219	1232.82221340578	5459.30645359601	3123.81433899794
gene-YBR069C	5.38511146323012	2.14403863201006	15.8978056307397	9.43232438346894
gene-YNCB0014W	8.75080612774895	3.21605794801509	50.872978018367	23.152068941242
gene-YBR070C	81.4498108813556	202.075641066948	9.53868337844381	17.1496806972163
gene-YBR071W	708.815296347665	769.709868891611	60.4116613968108	77.1735631374732
gene-YBR072W	84263.5316208934	49127.9652042205	4591.28626615762	2803.11530996
gene-YBR072C-A	1.34627786580753	0	0	2.57245210458244
gene-YBR073W	20.194167987113	31.0885601641459	28.6160501353314	13.719744557773
gene-YBR074W	113.760479660736	125.962269630591	492.83197455293	418.452209012077
gene-YBR076W	192.517734810477	79.3294293843722	9.53868337844381	13.719744557773
gene-YBR077C	475.909225562962	346.262239069625	219.389717704208	173.211775041884
gene-YBR078W	2466.3810501594	4536.24973567528	1812.34984190432	1940.48637089002
gene-YBR079C	733.721436865104	970.177480984552	2852.0663301547	2261.18539992796
gene-YBR080C	142.705453775598	268.004829001257	372.008651759309	306.12180044531
gene-YBR081C	356.763634438996	407.903349739914	244.826206713391	270.964955016017
gene-YNCB0015W	0	0	0	0
gene-YNCB0016W	0	0	0	0
gene-YBR082C	796.996496558058	2369.16268837112	2260.66796069118	2023.66232227152
gene-YBR083W	255.119655570527	134.002414500629	114.464200541326	86.6058875209421
gene-YBR084W	78.7572551497406	333.398007277564	1402.18645663124	1307.66315316274
gene-YBR084C-A	1871.32623347247	2251.77657326857	7999.77579338821	8862.95498432136
gene-YBR085W	1.34627786580753	3.21605794801509	25.4364890091835	13.719744557773
gene-YBR085C-A	10697.5239217066	6879.68396046228	1198.69454455777	971.529411497301
gene-YBR086C	662.368709977305	552.08994774259	343.392601623977	349.853486223212
gene-YBR087W	52.5048367664937	215.475882517011	85.8481504059943	121.762732950235
gene-YBR088C	27.5986962490544	240.668336443129	28.6160501353314	65.1687866494218
gene-YBR089C-A	686.601711561841	644.819618577025	57.2321002706629	59.1663984053961
gene-YBR090C	26.2524183832469	17.1523090560805	3.17956112614794	3.42993613944325
gene-YBR091C	20.194167987113	31.0885601641459	82.6685892798464	107.185504357602
gene-YBR092C	50.4854199677824	117.922124760553	60.4116613968108	66.0262706842826
gene-YBR093C	120.491868989774	92.7296708344351	54.0525391445149	30.8694252549893
gene-YBR094W	164.919038561423	141.506549712664	95.3868337844381	90.0358236603854
gene-YBR095C	212.038763864686	255.6766068672	267.083134596427	274.39489115546
gene-YBR096W	34.330085578092	90.585632202425	158.978056307397	240.095529761028
gene-YBR097W	196.5565684079	152.762752530717	34.9751723876273	50.591558056788
gene-YBR098W	82.1229498142594	87.9055839124124	63.5912225229587	55.7364622659529
gene-YBR101C	4376.74934174028	8774.47810150117	616.8348584727	809.464928908608
gene-YBR102C	159.533927098192	172.059100218807	152.618934055101	156.062094344668
gene-YBR103W	314.355881666058	309.813582325454	174.875861938137	167.209386797859
gene-YBR104W	158.187649232385	116.850105444548	387.906457390048	487.050931800942
gene-YBR105C	159.533927098192	149.010684924699	5478.3838203529	3873.25538546629
gene-YBR106W	191.844595877573	756.309627441549	2674.01090709042	2701.07470981156
gene-YBR107C	38.3689191755146	39.6647146921861	101.745956036734	121.762732950235
gene-YBR108W	404.556498675163	307.133534035441	162.157617433545	132.910025403426
gene-YBR109C	1959.50743368286	1769.9038907243	871.199748564535	983.534187985353
gene-YBR110W	172.996705756268	234.236220547099	149.439372928953	137.19744557773
gene-YBR111C	901.333031158142	861.367520410041	216.21015657806	258.102694493105
gene-YBR111W-A	147.417426305925	145.794626976684	197.132789821172	182.644099425353
gene-YBR112C	105.682812465891	172.59510987681	387.906457390048	391.870203931392
gene-YBR114W	114.43361859364	82.5454873323873	1224.13103356696	938.08753413773
gene-YBR115C	451.676223978427	375.742770259763	575.500563832777	517.920357055931
gene-YBR117C	1372.53028419078	604.082884568834	193.953228695024	162.921966623555
gene-YBR118W	5601.86219962514	7645.10575208987	9770.79134065261	9587.52899377875
gene-YBR119W	343.973994713824	294.805311901383	397.445140768492	389.297751826809
gene-YBR120C	241.656876912452	272.82891592328	111.284639415178	112.330408566767
gene-YBR121C	1061.54009718924	1936.06688470508	3255.87059317549	2679.63760894004
gene-YBR122C	190.498318011766	502.241049548356	292.51962360561	340.421161839743
gene-YBR123C	220.789569992435	205.827708672966	139.900689550509	138.912413647452
gene-YBR125C	302.912519806694	213.331843885001	114.464200541326	138.912413647452
gene-YBR126C	4105.47435178007	3010.76624900013	314.776551488646	227.233269238115
gene-YBR126W-A	609.863873210811	681.804284979199	276.62181797487	274.39489115546
gene-YBR127C	4799.48059160385	3372.57276815182	2467.3394338908	2316.06437815906
gene-YBR128C	210.019347065975	140.970540054661	12.7182445045917	30.8694252549893
gene-YBR129C	493.41083781846	232.628191573091	203.491912073468	206.653652401456
gene-YBR130C	60.5825039613389	129.178327578606	228.928401082651	294.97450799212
gene-YBR131W	14.8090565238828	23.0484152941081	152.618934055101	133.767509438287
gene-YBR132C	430.80891705841	294.805311901383	25.4364890091835	33.4418773595717
gene-YBR133C	93.5663116736234	95.4097191244476	209.851034325764	249.527854144497
gene-YBR135W	138.666620178176	162.410926374762	241.646645587243	288.114635713233
gene-YBR136W	100.970839935565	85.2255356223999	73.1299059014026	53.1640101613704
gene-YBR137W	492.737698885556	612.123029438872	63.5912225229587	125.192669089679
gene-YBR138C	205.980513468552	161.87491671676	22.2569278830356	18.0071647320771
gene-YBR139W	2219.33906178371	1271.41490878197	124.00288391977	74.6011110328907
gene-YBR140C	1139.62421340607	644.283608919023	178.055423064284	171.496806972163
gene-YBR141C	45.773447437456	63.7851493022993	435.599874282267	311.266704654475
gene-YBR142W	126.550119385908	129.178327578606	1418.08426226198	1086.43227216865
gene-YBR143C	678.524044366996	1068.26724839901	4158.8659530015	3592.85810606681
gene-YBR144C	3.36569466451883	0	0	1.71496806972163
