	id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
gene-YLR264C-A	gene-YLR264C-A	400.258001536779	6.3845840071677	0.513790309586496	12.426439129041	1.87815787813513e-35	2.8172368172027e-33
gene-YJR063W	gene-YJR063W	779.821321081152	5.28469321940381	0.425417020325146	12.4223831368212	1.975866653484e-35	2.88970498072034e-33
gene-YDR037W	gene-YDR037W	4854.08516262239	5.2150250689465	0.423767832894731	12.3063259269185	8.37496700650061e-35	1.19496480458606e-32
gene-YNL182C	gene-YNL182C	617.699160003778	5.51402425183322	0.453138833672978	12.1685096091601	4.57357087847436e-34	6.37033086644643e-32
gene-YDR449C	gene-YDR449C	839.755742002521	5.18102309978342	0.42711898746768	12.1301633778936	7.31034448982749e-34	9.94546866639321e-32
gene-YMR093W	gene-YMR093W	864.336779278133	5.18925432305789	0.429506019130514	12.0819129230434	1.31621499068906e-33	1.74996765807523e-31
gene-YLR224W	gene-YLR224W	721.553706370556	5.09880213767674	0.422207718691375	12.0765251603651	1.40534141483837e-33	1.82694383928987e-31
gene-YJL069C	gene-YJL069C	727.924606118676	5.18423639342963	0.430558562511708	12.0407230161371	2.17044970235362e-33	2.76024581712363e-31
gene-YKR097W	gene-YKR097W	21608.7451027107	-4.7059791574657	0.392725306069568	-11.982877305676	4.36892373257808e-33	5.43791570969824e-31
gene-YBR105C	gene-YBR105C	2415.04595446052	4.92116727668424	0.414966065485598	11.859204127753	1.92798982605915e-32	2.34973760050959e-30
gene-YNL248C	gene-YNL248C	1315.20654445542	5.28957216650011	0.448625587049969	11.7906163161196	4.36336167917216e-32	5.20931955574635e-30
gene-YER049W	gene-YER049W	1370.20698880463	5.21712926040839	0.443269559134709	11.7696538210126	5.59536469448638e-32	6.54657669254906e-30
gene-YKL078W	gene-YKL078W	495.023371871565	6.0788464848816	0.517202655683105	11.7533164574587	6.79006044480367e-32	7.78859874551009e-30
gene-YGR128C	gene-YGR128C	841.044656968506	4.91157809936715	0.422162539087064	11.6343295404385	2.75748303166348e-31	3.10216841062142e-29
gene-YJL025W	gene-YJL025W	239.393889654237	6.30700510489702	0.544439629571979	11.5843975389069	4.94430552871046e-31	5.45739383829362e-29
gene-YPL068C	gene-YPL068C	278.560198278407	6.29280446759077	0.544263082354653	11.5620637732145	6.41482886868063e-31	6.94939794107068e-29
gene-YNL075W	gene-YNL075W	802.69932160725	4.95731445455715	0.428965861886156	11.5564311639157	6.84967559307572e-31	7.28556403990781e-29
gene-YKR092C	gene-YKR092C	2180.52960105873	5.46581566160496	0.475399528632891	11.4973098044986	1.36091193609958e-30	1.3967254081022e-28
gene-YLR413W	gene-YLR413W	655.790301287768	5.39591261941297	0.469269052799045	11.4985477674865	1.34153557334446e-30	1.3967254081022e-28
gene-YIL053W	gene-YIL053W	34470.6335892868	5.2193484844097	0.45646930167521	11.4341719481574	2.82216191113005e-30	2.84649089312255e-28
gene-YKL029C	gene-YKL029C	5049.54957075094	5.549316044681	0.485740530975722	11.4244451323301	3.15665363311548e-30	3.12990233113993e-28
gene-YGL035C	gene-YGL035C	649.903677285727	5.33270239188752	0.467156731342608	11.4152318357082	3.50966891028682e-30	3.42192718752965e-28
gene-YOR226C	gene-YOR226C	580.439509215053	6.33688829100266	0.556731064650568	11.3823148973733	5.12217604784917e-30	4.9122507999865e-28
gene-YGL120C	gene-YGL120C	1323.27290482116	5.14043203727662	0.452661793259109	11.3560104118047	6.92347987401363e-30	6.53263826822254e-28
gene-YHR085W	gene-YHR085W	377.957450566125	5.59855415613839	0.49329288488353	11.3493511212112	7.47151007188633e-30	6.93783078103731e-28
gene-YOR004W	gene-YOR004W	599.988286659865	4.87383133483192	0.430769985406538	11.3142314923178	1.11575696310124e-29	1.01987159908472e-27
gene-YLR435W	gene-YLR435W	394.348402045119	5.34712411864835	0.476177095578454	11.2292761837961	2.92867822479346e-29	2.63581040231412e-27
gene-YPL081W	gene-YPL081W	1679.06416808143	4.7590258338786	0.424017200508824	11.2236622197584	3.12073523084302e-29	2.76610622733813e-27
gene-YER073W	gene-YER073W	875.466811565719	6.1788144973378	0.551589326130639	11.2018384051805	3.99358830218707e-29	3.4869390399693e-27
gene-YNL110C	gene-YNL110C	1231.38035679946	4.65048898283789	0.415406652831507	11.1950276942824	4.31267469656199e-29	3.71016867277759e-27
gene-YGR208W	gene-YGR208W	416.21582351127	6.124929637471	0.547432308199038	11.1884694157365	4.64380412030678e-29	3.93713827591227e-27
gene-YMR081C	gene-YMR081C	2808.51950705039	-4.7917157521378	0.428562943912716	-11.1808914424335	5.05793451885466e-29	4.22698813361425e-27
gene-YNL299W	gene-YNL299W	234.934905647426	5.85196678235629	0.524736333558761	11.1522042749894	6.98541367358747e-29	5.75558732260376e-27
gene-YPR137W	gene-YPR137W	907.381314222152	4.62230197786872	0.415973385419966	11.112013748673	1.09658271664777e-28	8.9097345727631e-27
gene-YNR053C	gene-YNR053C	1315.06604017704	4.54080201034511	0.409307830615791	11.0938557014988	1.34368554703667e-28	1.07678910276226e-26
gene-YFL034C-A	gene-YFL034C-A	1134.87733145943	5.38583017413622	0.485551223502595	11.0921977197066	1.36882869731963e-28	1.08211457828647e-26
gene-YIL079C	gene-YIL079C	350.980268351817	5.18646064491718	0.468294511982458	11.0752112446525	1.65489415126527e-28	1.29081743798691e-26
gene-YNL113W	gene-YNL113W	1030.63735549035	4.60328754128531	0.416420728223053	11.0544149925687	2.0869291260679e-28	1.58552407629834e-26
gene-YKR081C	gene-YKR081C	1338.40064812209	4.54218599238504	0.410874288436977	11.0549287707054	2.0750147751682e-28	1.58552407629834e-26
gene-YHR052W	gene-YHR052W	1667.91207680897	4.50870333494609	0.40828375498231	11.0430632615825	2.36819301480224e-28	1.77614476110168e-26
gene-YDR342C	gene-YDR342C	2152.58109201004	-4.50532581925789	0.409605470055158	-10.9991837234283	3.85606575766056e-28	2.85544109902713e-26
gene-YHR208W	gene-YHR208W	5097.25041274188	4.82426589633305	0.440174282087657	10.9598995049246	5.9565476144902e-28	4.35572544309596e-26
gene-YHR022C	gene-YHR022C	392.561718887759	6.19155458296438	0.565304772831826	10.9525956272199	6.45703423660526e-28	4.66341361532602e-26
gene-YPL030W	gene-YPL030W	463.137602698655	5.04691952109181	0.462990588307913	10.9006957129231	1.14379356529672e-27	8.159990679251e-26
gene-YOR108W	gene-YOR108W	894.560168852712	5.2612209560959	0.48391653360881	10.8721661499357	1.56441778334245e-27	1.102631811151e-25
gene-YLR022C	gene-YLR022C	658.936769451304	4.57530095998179	0.42105732011353	10.8662187816807	1.66978538182474e-27	1.16288624805651e-25
gene-YPL093W	gene-YPL093W	3491.42567239421	4.59441283507019	0.423543487695441	10.8475586770771	2.04823105475669e-27	1.40966490239137e-25
gene-YLL011W	gene-YLL011W	916.240541099656	4.54109402441126	0.420420139359256	10.8013237218658	3.39276576406207e-27	2.30786973485617e-25
gene-YLR186W	gene-YLR186W	1341.9697942386	5.31595700339452	0.492458060212838	10.7947405736379	3.64490434015706e-27	2.45088395286423e-25
gene-YAL012W	gene-YAL012W	1373.86830265327	4.74796585701569	0.442846868367395	10.7214619683766	8.07172618120327e-27	5.36586342727718e-25
gene-YLL034C	gene-YLL034C	583.697457785759	4.57206612304987	0.426722587099439	10.7143757121637	8.7143178190805e-27	5.72795047658662e-25
gene-YOR233W	gene-YOR233W	298.276700774486	5.19567432346992	0.48608165862636	10.6888919408163	1.14733483222858e-26	7.4576764094858e-25
gene-YNL124W	gene-YNL124W	792.726640489725	5.08646143191487	0.476865005795277	10.6664598368506	1.4608668024136e-26	9.39128658694459e-25
gene-YGR264C	gene-YGR264C	1302.09168669389	4.4087090993775	0.413523870612346	10.661317067015	1.54395300326723e-26	9.81752724903616e-25
gene-YKL023C-A	gene-YKL023C-A	403.724994065936	4.66365262857848	0.437647633568759	10.6561815279318	1.63159509094322e-26	1.02632594430299e-24
gene-YOR375C	gene-YOR375C	6564.2517314977	4.65902837332819	0.437488981507425	10.6494759188561	1.75349450680699e-26	1.09127051753414e-24
gene-YDR101C	gene-YDR101C	1447.33287152994	4.59535647396812	0.431839635053448	10.6413494754815	1.91337837585274e-26	1.17823826302511e-24
gene-YCR021C	gene-YCR021C	60713.2779355177	-4.44908439476516	0.418420683296753	-10.6330412725075	2.09177766249837e-26	1.27467701308494e-24
gene-YNL117W	gene-YNL117W	7953.4855891732	-4.78947473002042	0.451337854819847	-10.6117283956431	2.6284128102303e-26	1.5851767979224e-24
gene-YOR145C	gene-YOR145C	2259.08165769498	4.19001330792664	0.39587605360663	10.5841544840955	3.52952851048477e-26	2.10691242717713e-24
gene-YAL025C	gene-YAL025C	1354.27535308397	4.50193061952549	0.425395153018961	10.5829382106872	3.57565986520837e-26	2.1128899203504e-24
gene-YCL054W	gene-YCL054W	964.065939539925	4.40266579931373	0.416209526674336	10.5780034265256	3.76904064558949e-26	2.20488877766985e-24
gene-YKR024C	gene-YKR024C	642.157531656967	4.8374400141869	0.458611959192213	10.5480023301343	5.18885784494488e-26	3.00542756365619e-24
gene-YNR001C	gene-YNR001C	5097.28108152431	-4.34524942988815	0.412051546868768	-10.5454025422505	5.33439273158901e-26	3.05943112547017e-24
gene-YPR060C	gene-YPR060C	422.654552322871	5.11335025660794	0.485711858116101	10.5275384390259	6.44990788406929e-26	3.66329719629178e-24
gene-YCL036W	gene-YCL036W	482.532121778067	4.82338540015502	0.46034431425224	10.4777777216384	1.09281422782907e-25	6.14708003153852e-24
gene-YER056C	gene-YER056C	4203.37995021228	4.25017494407092	0.405835673549434	10.4726499444934	1.15367415382686e-25	6.42761314274964e-24
gene-YGR187C	gene-YGR187C	803.409930485735	4.55068711650139	0.435449736407816	10.4505451169673	1.45685436555911e-25	8.04018682879319e-24
gene-YJR124C	gene-YJR124C	302.999295386841	5.29353384987249	0.507689901747241	10.4267069950663	1.87266086491286e-25	1.02383794950843e-23
gene-YDL167C	gene-YDL167C	521.302480040666	4.49176361633715	0.431199688501867	10.4168990287146	2.07612163447907e-25	1.12456588534283e-23
gene-YML080W	gene-YML080W	288.741522221146	5.03258154888335	0.484430247651917	10.3886608511273	2.79246185483397e-25	1.49870659181456e-23
gene-YBL081W	gene-YBL081W	357.196253058789	4.72854066195985	0.455442243807448	10.3823058274739	2.98477582808548e-25	1.58735805402728e-23
gene-YOR078W	gene-YOR078W	905.057384516189	4.23947561917747	0.40837839904216	10.3812435454986	3.01817855609072e-25	1.59066167145322e-23
gene-YHR169W	gene-YHR169W	483.291666939871	4.45699498728275	0.429532485158618	10.376386283419	3.17569286220841e-25	1.65873243249279e-23
gene-YLR363W-A	gene-YLR363W-A	425.889321536134	4.66200906824114	0.449643100744761	10.3682433034539	3.45823552157785e-25	1.79032546913543e-23
gene-YDR321W	gene-YDR321W	470.347710922824	4.75793068651244	0.459412784797896	10.3565482806612	3.90811612075316e-25	2.0054806409128e-23
gene-YBR195C	gene-YBR195C	207.262381761232	5.21833707625306	0.504330220176469	10.347064021718	4.31516040964289e-25	2.19510333881834e-23
gene-YKL068W-A	gene-YKL068W-A	235.159963094888	5.10873168666793	0.495859483981021	10.3027810331514	6.84531817623306e-25	3.45216476991064e-23
gene-YBR169C	gene-YBR169C	4151.41036375989	-4.1400020511487	0.401889386742564	-10.3013470564741	6.94814380881023e-25	3.47407190440511e-23
gene-YPL211W	gene-YPL211W	929.466267232054	4.82274063241226	0.4686191594276	10.2913859482464	7.70591149525706e-25	3.82030358027575e-23
gene-YPR010C	gene-YPR010C	2469.76293041457	4.49396868314818	0.438846742086775	10.2404057092432	1.30687190394937e-24	6.42453835134774e-23
gene-YLL012W	gene-YLL012W	332.274246197394	4.61432959463022	0.451143875302403	10.2280665819462	1.48453507421674e-24	7.23710848680661e-23
gene-YBR034C	gene-YBR034C	963.484458222317	4.48814767741837	0.440440130675796	10.1901424616597	2.19442401268108e-24	1.06094053505656e-22
gene-YCL040W	gene-YCL040W	5513.06937784379	-4.02666227210638	0.39536439542481	-10.1846861242521	2.32107702350967e-24	1.11297545799439e-22
gene-YJR073C	gene-YJR073C	5520.4115831887	-4.00709443498317	0.394804086234843	-10.149576903314	3.32803086544764e-24	1.58284394820071e-22
gene-YDR528W	gene-YDR528W	159.998645227331	5.93596903460793	0.585052260303544	10.146049229052	3.45050349193347e-24	1.61483563422486e-22
gene-YJR097W	gene-YJR097W	267.139118928927	4.82659841197381	0.475701222740974	10.14628128169	3.44231175980839e-24	1.61483563422486e-22
gene-YDL060W	gene-YDL060W	1256.11781082684	4.12295696206713	0.40652951270789	10.141839234756	3.60251939395338e-24	1.67259829004978e-22
gene-YPL231W	gene-YPL231W	4927.21687216046	-4.09872243488843	0.404189896127972	-10.1405860813273	3.64903666076309e-24	1.68085546972158e-22
gene-YDR343C	gene-YDR343C	1002.68578241077	-4.28882352690004	0.423421031335164	-10.1289808713001	4.10909701228312e-24	1.87798574389502e-22
gene-YNL175C	gene-YNL175C	920.422379849477	4.58469389241374	0.453677629908033	10.1056203572196	5.21643674982893e-24	2.36559340980614e-22
gene-YDL014W	gene-YDL014W	4115.69278302582	4.68487727345187	0.46406190929332	10.0953712848057	5.79115060487403e-24	2.60601777219332e-22
gene-YBR187W	gene-YBR187W	833.455463858948	5.04110888270327	0.499426811313296	10.0937890567932	5.88529417699279e-24	2.62816572026014e-22
gene-YEL011W	gene-YEL011W	3244.31377888854	-4.4245092147331	0.43846782468318	-10.0908412559806	6.06475091984132e-24	2.68778733947513e-22
gene-YGL029W	gene-YGL029W	807.078097790242	5.14135209155755	0.509959175357193	10.0818895707806	6.6436020757674e-24	2.92218587543153e-22
gene-YLR002C	gene-YLR002C	494.690414060768	4.45343955142626	0.442165488170615	10.0718841035098	7.35553075613096e-24	3.21118320323628e-22
gene-YPL126W	gene-YPL126W	1224.69396945739	4.46337929418323	0.443926622293492	10.0543176958474	8.79284027562997e-24	3.81023078610632e-22
gene-YOL077C	gene-YOL077C	1626.4252539255	4.53146803889661	0.451063610458296	10.0461840277749	9.54938930564524e-24	4.10764172338417e-22
gene-YGL157W	gene-YGL157W	238.250809469157	5.40555069420217	0.538300507996073	10.0418829518207	9.97515479870331e-24	4.25946391039521e-22
gene-YNR054C	gene-YNR054C	550.27258119862	4.2576898202086	0.424334982755284	10.0337940382918	1.08274359218045e-23	4.58989131467801e-22
gene-YDL039C	gene-YDL039C	374.16055423051	4.58011321341063	0.457315006123888	10.0152261615703	1.30662718043135e-23	5.49911439246287e-22
gene-YLR333C	gene-YLR333C	2603.36898187476	3.9873408175931	0.398247078370922	10.0122286744797	1.34683690421521e-23	5.62785420689925e-22
gene-YDR496C	gene-YDR496C	1260.93889939127	4.41945888518091	0.441891126748193	10.0012392593239	1.50501708769559e-23	6.24421983192852e-22
gene-YPR110C	gene-YPR110C	1393.61946995377	4.06202621243266	0.406194800659221	10.0001925328446	1.52101052939959e-23	6.26613492745604e-22
gene-YIL104C	gene-YIL104C	296.998764246319	4.63928203914837	0.464691806890137	9.98356753951807	1.79880391185016e-23	7.35874327575067e-22
gene-YMR186W	gene-YMR186W	8241.35124101758	-3.87485401877501	0.38933134562876	-9.95258681911989	2.45711656295974e-23	9.98203603702393e-22
gene-YDR222W	gene-YDR222W	940.749978286497	4.20839943245947	0.423062770100079	9.94745869853766	2.58705177433237e-23	1.03659266300304e-21
gene-YLR051C	gene-YLR051C	635.099684165623	4.16836260104902	0.419009495218962	9.94813398887479	2.56956002945985e-23	1.03659266300304e-21
gene-YOR047C	gene-YOR047C	205.038371746955	5.16353476954207	0.521120789584496	9.90851808782969	3.82273956965945e-23	1.52129431853794e-21
gene-YDR299W	gene-YDR299W	998.011682052794	3.99879926408345	0.403758813957609	9.90393057897005	4.00228851238683e-23	1.58198566199074e-21
gene-YLR174W	gene-YLR174W	1447.35586047719	-4.43361142833849	0.447726313041869	-9.90250360363313	4.05982254813811e-23	1.59395717494013e-21
gene-YHR021W-A	gene-YHR021W-A	164.721976999159	6.13887648813408	0.620519049478791	9.89313139264697	4.4585882658386e-23	1.73884942367705e-21
gene-YBR267W	gene-YBR267W	568.792030428746	4.19951063951226	0.426028847920799	9.85733867555602	6.37157943473575e-23	2.4684595823314e-21
gene-YKL024C	gene-YKL024C	915.253194083519	4.26701701279767	0.433411092112811	9.84519568245618	7.18991755463751e-23	2.74908612383199e-21
gene-YNR034W-A	gene-YNR034W-A	8236.20416578914	-3.86888938495698	0.392955772195119	-9.84561026637856	7.16033435114895e-23	2.74908612383199e-21
gene-YJR070C	gene-YJR070C	2608.69042443265	4.33543316448561	0.440478698733508	9.84254897444785	7.38164967185285e-23	2.80406821950255e-21
gene-YDR171W	gene-YDR171W	8887.38310795844	-4.09279166899988	0.415984646596098	-9.83880463495517	7.66157055846767e-23	2.89162501722812e-21
gene-YFR015C	gene-YFR015C	886.953315459368	-4.20907125797024	0.427870380660249	-9.83725784307669	7.78025034959901e-23	2.91759388109963e-21
gene-YNL077W	gene-YNL077W	2129.05464568083	-3.95995315713175	0.402599041815665	-9.83597263240597	7.88024286728005e-23	2.93626883908206e-21
gene-YNL123W	gene-YNL123W	620.107026945122	4.33543881741027	0.440969309901635	9.83161122568224	8.2291495263668e-23	3.04686865374973e-21
gene-YNL015W	gene-YNL015W	3239.82419347385	-4.02553845333329	0.41047394326193	-9.80704992220303	1.04993166082173e-22	3.86295611057052e-21
gene-YGR008C	gene-YGR008C	3071.30606568311	-4.66089787829718	0.475391417305716	-9.80433745462391	1.07852444183349e-22	3.94335499045368e-21
gene-YGR090W	gene-YGR090W	655.623907632534	4.08007586300398	0.416501036482723	9.79607613335011	1.17044354618853e-22	4.25285387900802e-21
gene-YPL240C	gene-YPL240C	10670.62954661	-4.10115854486759	0.419021623821056	-9.7874627745202	1.27453957213311e-22	4.60250401048067e-21
gene-YBR155W	gene-YBR155W	458.653302234203	4.17785978352215	0.429820647902982	9.72000717951819	2.4776402560278e-22	8.89214447715499e-21
gene-YCL064C	gene-YCL064C	1444.03881553438	-4.00876936509791	0.412461437495249	-9.7191373560688	2.4988949143338e-22	8.91374100539801e-21
gene-YIL118W	gene-YIL118W	640.19469133233	4.69173871049993	0.482915847176793	9.71543745753761	2.59133882628485e-22	9.18747402046445e-21
gene-YOL010W	gene-YOL010W	666.680173308835	4.16862025207435	0.429450658208759	9.70686660363192	2.81869020752428e-22	9.93333597229942e-21
gene-YNL194C	gene-YNL194C	2108.92575709154	-4.45239565153757	0.45873444304754	-9.70582374839501	2.84766652769611e-22	9.9753587946241e-21
gene-YLR304C	gene-YLR304C	5986.6976627445	-3.98568778969999	0.410867335470875	-9.70066842897644	2.99529821859366e-22	1.04300562968886e-20
gene-YGR081C	gene-YGR081C	441.970593464807	4.18239847011086	0.431312123123305	9.69691841681711	3.10742131878905e-22	1.07564584111929e-20
gene-YCR057C	gene-YCR057C	1013.66974148865	4.19260481676249	0.432775470979372	9.68771360186986	3.40055849681955e-22	1.17019218861143e-20
gene-YNR016C	gene-YNR016C	3124.59771502889	-3.85333877388765	0.398109944454224	-9.6790819409705	3.70023674957091e-22	1.26587046695847e-20
gene-YOL016C	gene-YOL016C	1511.44508109604	-4.04776292443676	0.418478845263232	-9.67256283143926	3.94376015702723e-22	1.3413370301517e-20
gene-YIL155C	gene-YIL155C	6248.5811418316	-4.54653657525082	0.471057319464771	-9.65176930148697	4.83148274703936e-22	1.63376728729366e-20
gene-YMR229C	gene-YMR229C	1930.83170152635	4.04484519558561	0.419131424047579	9.65054148535152	4.88968495892435e-22	1.6439458051556e-20
gene-YDR324C	gene-YDR324C	840.153723202276	4.12964870045795	0.428138117224652	9.64559924546742	5.13106247592027e-22	1.71524088480763e-20
gene-YIL169C	gene-YIL169C	2960.92297497019	-4.09790639850747	0.424994250221556	-9.64226315149244	5.30062462690123e-22	1.76185534473706e-20
gene-YBR021W	gene-YBR021W	789.844149995965	4.52077207461967	0.469587572175173	9.62711183705106	6.14318439310123e-22	2.03037450280464e-20
gene-YBR247C	gene-YBR247C	890.365229419807	3.91617118240098	0.408866120986276	9.57812589840974	9.88217643670592e-22	3.24779394127694e-20
gene-YPL012W	gene-YPL012W	1253.43782411162	4.26980047080135	0.447121592387992	9.54952868188975	1.30287660976771e-21	4.25800456264865e-20
gene-YGL009C	gene-YGL009C	5118.46406171785	4.95975103465497	0.51945436269763	9.5480015008402	1.32222231732782e-21	4.29722253131542e-20
gene-YBR214W	gene-YBR214W	1585.67910804779	-4.23543073183596	0.444213061063073	-9.53468302282669	1.50344150484116e-21	4.85918939409987e-20
gene-YDL130W-A	gene-YDL130W-A	1482.20823025946	-4.26297963095239	0.447496060115216	-9.5262953373373	1.62996291241854e-21	5.23916650420246e-20
gene-YHR170W	gene-YHR170W	1724.97263923175	3.86897051372242	0.406181526124412	9.52522521306735	1.64684444459438e-21	5.26450273271975e-20
gene-YPL226W	gene-YPL226W	2310.10006475808	4.22500391682028	0.443669650341463	9.52285988813654	1.68477430454621e-21	5.35648352260616e-20
gene-YPL004C	gene-YPL004C	3289.36886707974	-3.97580241618034	0.417894295434523	-9.5138949241849	1.83654419459477e-21	5.80745056128616e-20
gene-YPL245W	gene-YPL245W	404.012069953665	4.99612474691886	0.525459339778484	9.5081091317647	1.94159519148148e-21	6.10663003772402e-20
gene-YLL008W	gene-YLL008W	1387.64767341125	4.13311686748883	0.434741477782334	9.5070681743374	1.96111675217543e-21	6.13504438514772e-20
gene-YER126C	gene-YER126C	1730.28727040396	3.77058319065756	0.396822791549881	9.5019320234372	2.0603166193112e-21	6.41109160796304e-20
gene-YDR399W	gene-YDR399W	2786.94272434311	4.42897104910977	0.466447969326561	9.49510200570524	2.19995883472066e-21	6.809396393183e-20
gene-YGL225W	gene-YGL225W	414.567063244368	4.55663385365875	0.481205373506997	9.46920816874979	2.81973019980924e-21	8.68180087836002e-20
gene-YNL055C	gene-YNL055C	7636.38357311758	-3.83666502214398	0.405487400729386	-9.4618600115383	3.02513376876825e-21	9.2654620666462e-20
gene-YOR306C	gene-YOR306C	593.553829827984	4.29677251722975	0.454766691911063	9.4483008400933	3.44375349139391e-21	1.04926864190908e-19
gene-YGR157W	gene-YGR157W	2077.81264335945	-3.87305901343627	0.41037547265644	-9.43784234560903	3.80534363552012e-21	1.15343317449703e-19
